"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","correct_response","category"
"","","","","","html-keyboard-response","858","541897","0.0-3.0-1.210","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","859","542102","0.0-3.0-2.210","","null","img_mproj/Mfalse/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","860","542913","0.0-3.0-3.210","","810","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","861","543123","0.0-3.0-0.211","","null","img_mproj/Mfaces/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","862","543432","0.0-3.0-1.211","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","863","543639","0.0-3.0-2.211","","null","img_mproj/Mfaces/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","864","544299","0.0-3.0-3.211","","660","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMM"
"","","","","","image-keyboard-response","865","544504","0.0-3.0-0.212","","null","img_mproj/false/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","866","544806","0.0-3.0-1.212","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","867","545007","0.0-3.0-2.212","","null","img_mproj/false/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","868","545309","0.0-3.0-3.212","","302","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","869","545514","0.0-3.0-0.213","","null","img_mproj/tools/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","870","545817","0.0-3.0-1.213","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","871","546020","0.0-3.0-2.213","","null","img_mproj/tools/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","872","546343","0.0-3.0-3.213","","322","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","873","546552","0.0-3.0-0.214","","null","img_mproj/french/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","874","546863","0.0-3.0-1.214","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","875","547081","0.0-3.0-2.214","","null","img_mproj/french/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","876","547327","0.0-3.0-3.214","","245","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNF"
"","","","","","image-keyboard-response","877","547530","0.0-3.0-0.215","","null","img_mproj/Mfrench/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","878","547842","0.0-3.0-1.215","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","879","548054","0.0-3.0-2.215","","null","img_mproj/Mfrench/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","880","550633","0.0-3.0-3.215","","2579","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","881","550845","0.0-3.0-0.216","","null","img_mproj/jap/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","882","551153","0.0-3.0-1.216","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","883","551366","0.0-3.0-2.216","","null","img_mproj/jap/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","884","551647","0.0-3.0-3.216","","281","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","885","551859","0.0-3.0-0.217","","null","img_mproj/false/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","886","552160","0.0-3.0-1.217","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","887","552363","0.0-3.0-2.217","","null","img_mproj/false/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","888","552787","0.0-3.0-3.217","","424","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","889","553000","0.0-3.0-0.218","","null","img_mproj/tools/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","890","553312","0.0-3.0-1.218","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","891","553516","0.0-3.0-2.218","","null","img_mproj/Mtools/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","892","556447","0.0-3.0-3.218","","2930","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","893","556660","0.0-3.0-0.219","","null","img_mproj/false/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","894","556966","0.0-3.0-1.219","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","895","557180","0.0-3.0-2.219","","null","img_mproj/Mfalse/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","896","558297","0.0-3.0-3.219","","1117","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SMP"
"","","","","","image-keyboard-response","897","558500","0.0-3.0-0.220","","null","img_mproj/french/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","898","558811","0.0-3.0-1.220","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","899","559023","0.0-3.0-2.220","","null","img_mproj/french/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","900","559303","0.0-3.0-3.220","","279","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","901","559507","0.0-3.0-0.221","","null","img_mproj/jap/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","902","559819","0.0-3.0-1.221","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","903","560037","0.0-3.0-2.221","","null","img_mproj/Mjap/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","904","560467","0.0-3.0-3.221","","430","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMJ"
"","","","","","image-keyboard-response","905","560679","0.0-3.0-0.222","","null","img_mproj/french/9.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","906","560989","0.0-3.0-1.222","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","907","561197","0.0-3.0-2.222","","null","img_mproj/french/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","908","562005","0.0-3.0-3.222","","808","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","909","562213","0.0-3.0-0.223","","null","img_mproj/false/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","910","562524","0.0-3.0-1.223","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","911","562741","0.0-3.0-2.223","","null","img_mproj/false/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","912","564519","0.0-3.0-3.223","","1778","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SNP"
"","","","","","image-keyboard-response","913","564735","0.0-3.0-0.224","","null","img_mproj/Mfaces/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","914","565048","0.0-3.0-1.224","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","915","565249","0.0-3.0-2.224","","null","img_mproj/Mfaces/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","916","566023","0.0-3.0-3.224","","774","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMM"
"","","","","","image-keyboard-response","917","566233","0.0-3.0-0.225","","null","img_mproj/french/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","918","566534","0.0-3.0-1.225","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","919","566736","0.0-3.0-2.225","","null","img_mproj/Mfrench/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","920","567125","0.0-3.0-3.225","","388","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMF"
"","","","","","image-keyboard-response","921","567329","0.0-3.0-0.226","","null","img_mproj/false/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","922","567640","0.0-3.0-1.226","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","923","567854","0.0-3.0-2.226","","null","img_mproj/false/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","924","568375","0.0-3.0-3.226","","520","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNP"
"","","","","","image-keyboard-response","925","568588","0.0-3.0-0.227","","null","img_mproj/false/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","926","568901","0.0-3.0-1.227","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","927","569107","0.0-3.0-2.227","","null","img_mproj/false/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","928","571199","0.0-3.0-3.227","","2092","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SNP"
"","","","","","image-keyboard-response","929","571414","0.0-3.0-0.228","","null","img_mproj/jap/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","930","571726","0.0-3.0-1.228","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","931","571928","0.0-3.0-2.228","","null","img_mproj/jap/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","932","572257","0.0-3.0-3.228","","329","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","933","572462","0.0-3.0-0.229","","null","img_mproj/Mtools/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","934","572778","0.0-3.0-1.229","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","935","572982","0.0-3.0-2.229","","null","img_mproj/Mtools/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","936","574463","0.0-3.0-3.229","","1481","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMT"
"","","","","","image-keyboard-response","937","574668","0.0-3.0-0.230","","null","img_mproj/jap/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","938","574979","0.0-3.0-1.230","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","939","575182","0.0-3.0-2.230","","null","img_mproj/jap/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","940","575965","0.0-3.0-3.230","","783","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","941","576178","0.0-3.0-0.231","","null","img_mproj/jap/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","942","576490","0.0-3.0-1.231","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","943","576698","0.0-3.0-2.231","","null","img_mproj/Mjap/8.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","944","577240","0.0-3.0-3.231","","541","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMJ"
"","","","","","image-keyboard-response","945","577446","0.0-3.0-0.232","","null","img_mproj/tools/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","946","577757","0.0-3.0-1.232","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","947","577958","0.0-3.0-2.232","","null","img_mproj/tools/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","948","578335","0.0-3.0-3.232","","376","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","949","578543","0.0-3.0-0.233","","null","img_mproj/tools/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","950","578856","0.0-3.0-1.233","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","951","579057","0.0-3.0-2.233","","null","img_mproj/Mtools/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","952","579646","0.0-3.0-3.233","","588","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","953","579851","0.0-3.0-0.234","","null","img_mproj/Mjap/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","954","580163","0.0-3.0-1.234","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","955","580373","0.0-3.0-2.234","","null","img_mproj/Mjap/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","956","580807","0.0-3.0-3.234","","434","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMJ"
"","","","","","image-keyboard-response","957","581022","0.0-3.0-0.235","","null","img_mproj/Mfalse/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","958","581333","0.0-3.0-1.235","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","959","581546","0.0-3.0-2.235","","null","img_mproj/Mfalse/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","960","582137","0.0-3.0-3.235","","590","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMP"
"","","","","","image-keyboard-response","961","582346","0.0-3.0-0.236","","null","img_mproj/french/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","962","582649","0.0-3.0-1.236","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","963","582859","0.0-3.0-2.236","","null","img_mproj/Mfrench/8.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","964","583382","0.0-3.0-3.236","","522","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMF"
"","","","","","image-keyboard-response","965","583591","0.0-3.0-0.237","","null","img_mproj/Mfrench/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","966","583902","0.0-3.0-1.237","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","967","584105","0.0-3.0-2.237","","null","img_mproj/Mfrench/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","968","585146","0.0-3.0-3.237","","1041","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DMF"
"","","","","","image-keyboard-response","969","585364","0.0-3.0-0.238","","null","img_mproj/jap/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","970","585675","0.0-3.0-1.238","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","971","585888","0.0-3.0-2.238","","null","img_mproj/jap/12.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","972","587130","0.0-3.0-3.238","","1241","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","973","587337","0.0-3.0-0.239","","null","img_mproj/faces/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","974","587650","0.0-3.0-1.239","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","975","587861","0.0-3.0-2.239","","null","img_mproj/faces/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","976","588365","0.0-3.0-3.239","","503","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","977","588568","0.0-3.0-0.240","","null","img_mproj/tools/13.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","978","588879","0.0-3.0-1.240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","979","589080","0.0-3.0-2.240","","null","img_mproj/tools/13.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","980","589977","0.0-3.0-3.240","","897","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNT"
"","","","","","image-keyboard-response","981","590188","0.0-3.0-0.241","","null","img_mproj/jap/2.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","982","590499","0.0-3.0-1.241","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","983","590714","0.0-3.0-2.241","","null","img_mproj/jap/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","984","591193","0.0-3.0-3.241","","479","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNJ"
"","","","","","image-keyboard-response","985","591409","0.0-3.0-0.242","","null","img_mproj/tools/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","986","591713","0.0-3.0-1.242","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","987","591929","0.0-3.0-2.242","","null","img_mproj/tools/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","988","592369","0.0-3.0-3.242","","439","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","989","592573","0.0-3.0-0.243","","null","img_mproj/false/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","990","592882","0.0-3.0-1.243","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","991","593084","0.0-3.0-2.243","","null","img_mproj/false/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","992","593891","0.0-3.0-3.243","","807","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","993","594095","0.0-3.0-0.244","","null","img_mproj/Mfalse/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","994","594411","0.0-3.0-1.244","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","995","594630","0.0-3.0-2.244","","null","img_mproj/Mfalse/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","996","594953","0.0-3.0-3.244","","323","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","d","DMP"
"","","","","","image-keyboard-response","997","595169","0.0-3.0-0.245","","null","img_mproj/faces/6.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","998","595482","0.0-3.0-1.245","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","999","595685","0.0-3.0-2.245","","null","img_mproj/faces/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1000","596029","0.0-3.0-3.245","","343","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNM"
"","","","","","image-keyboard-response","1001","596241","0.0-3.0-0.246","","null","img_mproj/french/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1002","596547","0.0-3.0-1.246","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1003","596761","0.0-3.0-2.246","","null","img_mproj/french/9.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1004","597229","0.0-3.0-3.246","","467","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","1005","597445","0.0-3.0-0.247","","null","img_mproj/faces/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1006","597755","0.0-3.0-1.247","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1007","597958","0.0-3.0-2.247","","null","img_mproj/faces/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1008","598771","0.0-3.0-3.247","","813","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNM"
"","","","","","image-keyboard-response","1009","598982","0.0-3.0-0.248","","null","img_mproj/french/12.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1010","599292","0.0-3.0-1.248","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1011","599505","0.0-3.0-2.248","","null","img_mproj/french/2.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1012","600711","0.0-3.0-3.248","","1206","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","1013","600912","0.0-3.0-0.249","","null","img_mproj/faces/3.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1014","601224","0.0-3.0-1.249","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1015","601428","0.0-3.0-2.249","","null","img_mproj/Mfaces/3.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1016","601887","0.0-3.0-3.249","","459","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMM"
"","","","","","image-keyboard-response","1017","602101","0.0-3.0-0.250","","null","img_mproj/false/8.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1018","602414","0.0-3.0-1.250","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1019","602616","0.0-3.0-2.250","","null","img_mproj/false/8.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1020","603095","0.0-3.0-3.250","","478","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","1021","603309","0.0-3.0-0.251","","null","img_mproj/false/1.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1022","603621","0.0-3.0-1.251","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1023","603824","0.0-3.0-2.251","","null","img_mproj/false/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1024","604609","0.0-3.0-3.251","","785","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","1025","604818","0.0-3.0-0.252","","null","img_mproj/faces/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1026","605124","0.0-3.0-1.252","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1027","605337","0.0-3.0-2.252","","null","img_mproj/faces/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1028","606417","0.0-3.0-3.252","","1079","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SNM"
"","","","","","image-keyboard-response","1029","606618","0.0-3.0-0.253","","null","img_mproj/false/14.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1030","606930","0.0-3.0-1.253","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1031","607136","0.0-3.0-2.253","","null","img_mproj/false/14.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1032","607769","0.0-3.0-3.253","","632","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","s","SNP"
"","","","","","image-keyboard-response","1033","607979","0.0-3.0-0.254","","null","img_mproj/tools/5.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1034","608289","0.0-3.0-1.254","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1035","608492","0.0-3.0-2.254","","null","img_mproj/tools/1.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1036","608855","0.0-3.0-3.254","","362","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNT"
"","","","","","image-keyboard-response","1037","609065","0.0-3.0-0.255","","null","img_mproj/false/4.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1038","609373","0.0-3.0-1.255","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1039","609583","0.0-3.0-2.255","","null","img_mproj/false/4.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1040","610111","0.0-3.0-3.255","","527","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","1041","610317","0.0-3.0-0.256","","null","img_mproj/french/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1042","610630","0.0-3.0-1.256","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1043","610842","0.0-3.0-2.256","","null","img_mproj/french/6.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1044","611375","0.0-3.0-3.256","","532","<p> Press S if the two images were the same, Press D if the two images were different. </p>","d","response","d","DNF"
"","","","","","image-keyboard-response","1045","611578","0.0-3.0-0.257","","null","img_mproj/jap/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1046","611891","0.0-3.0-1.257","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1047","612101","0.0-3.0-2.257","","null","img_mproj/jap/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1048","612517","0.0-3.0-3.257","","415","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNJ"
"","","","","","image-keyboard-response","1049","612719","0.0-3.0-0.258","","null","img_mproj/false/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1050","613026","0.0-3.0-1.258","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1051","613228","0.0-3.0-2.258","","null","img_mproj/false/11.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1052","613609","0.0-3.0-3.258","","381","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SNP"
"","","","","","image-keyboard-response","1053","613820","0.0-3.0-0.259","","null","img_mproj/tools/7.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1054","614123","0.0-3.0-1.259","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
"","","","","","image-keyboard-response","1055","614326","0.0-3.0-2.259","","null","img_mproj/Mtools/7.jpg","null","actual_stimuli_presentation_2","",""
"","","","","","html-keyboard-response","1056","614678","0.0-3.0-3.259","","352","<p> Press S if the two images were the same, Press D if the two images were different. </p>","s","response","s","SMT"
"","","","","","image-keyboard-response","1057","614888","0.0-3.0-0.260","","null","img_mproj/faces/11.jpg","null","actual_stimuli_presentation_1","",""
"","","","","","html-keyboard-response","1058","615200","0.0-3.0-1.260","","null","<div style=""font-size:60px;"">+</div>","null","fixation","",""
